# Internal Shock Dynamics
# t_e (s) 	 t_a (s) 	 delt_a (s) 	 B_eq (G) 	 Gamma_e 	 E_syn (keV) 	 Gamma_r 	 L_diss (erg/s) 	 nu_c (Hz) 	 nu_m (Hz) 	 shell_index 	 a_syn 	 tau 	 relvel

144.175 	 27.6225 	 0.676505 	 7427.11 	 7.82678 	 7.03793e-05 	 9.28133 	 2.04559e+45 	 8.93924e+12 	 1.2736e+12 	 1346 	 0.133347 	 12613.9 	 0.021628
144.343 	 27.6234 	 0.667644 	 10950.5 	 17.0631 	 0.000496805 	 9.34941 	 4.35503e+45 	 2.86356e+12 	 8.9248e+12 	 1348 	 0.133347 	 12579.5 	 0.029889
144.369 	 27.6236 	 0.677614 	 13318.8 	 25.2526 	 0.00131383 	 9.28139 	 6.68118e+45 	 1.54505e+12 	 2.37751e+13 	 1345 	 0.133347 	 12542.2 	 0.035473
144.635 	 27.6251 	 0.669317 	 17496.8 	 43.7785 	 0.00522525 	 9.34932 	 1.09737e+46 	 6.98498e+11 	 9.38695e+13 	 1349 	 0.133347 	 12488.1 	 0.0454048
144.684 	 27.6254 	 0.67942 	 18937.7 	 51.3284 	 0.00771806 	 9.28148 	 1.37268e+46 	 5.34622e+11 	 1.39665e+14 	 1344 	 0.133347 	 12445.9 	 0.0488348
145.04 	 27.6275 	 0.671638 	 24113.4 	 83.7233 	 0.0263375 	 9.3492 	 2.05835e+46 	 2.65007e+11 	 4.73147e+14 	 1350 	 0.133347 	 12374.3 	 0.0612576
145.124 	 27.628 	 0.681944 	 24285.4 	 85.0439 	 0.0271709 	 9.2816 	 2.29541e+46 	 2.51632e+11 	 4.91675e+14 	 1343 	 0.133347 	 12324.9 	 0.0616965
145.563 	 27.6305 	 0.674631 	 30796 	 137.77 	 0.09108 	 9.34906 	 3.31769e+46 	 1.26091e+11 	 1.63626e+15 	 1351 	 0.133347 	 12238.1 	 0.0774111
145.692 	 27.6313 	 0.685193 	 29353.7 	 125.441 	 0.0714529 	 9.28178 	 3.41187e+46 	 1.41152e+11 	 1.29296e+15 	 1342 	 0.133347 	 12180.2 	 0.0740441
146.197 	 27.6342 	 0.678262 	 37505 	 206.529 	 0.249265 	 9.34891 	 4.86555e+46 	 6.90616e+10 	 4.47813e+15 	 1352 	 0.133347 	 12081.8 	 0.0938267
146.392 	 27.6353 	 0.6892 	 34126.3 	 171.553 	 0.155373 	 9.28201 	 4.69468e+46 	 8.87856e+10 	 2.81146e+15 	 1341 	 0.133347 	 12011.6 	 0.0858675
146.943 	 27.6385 	 0.682524 	 44222.5 	 290.738 	 0.582438 	 9.34876 	 6.69289e+46 	 4.16039e+10 	 1.04639e+16 	 1353 	 0.133347 	 11906.6 	 0.110463
147.225 	 27.6401 	 0.693959 	 38588.5 	 222.417 	 0.295324 	 9.2823 	 6.11439e+46 	 6.05701e+10 	 5.34368e+15 	 1340 	 0.133347 	 11820.8 	 0.0971595
147.796 	 27.6435 	 0.687398 	 50920.7 	 390.982 	 1.21284 	 9.34862 	 8.78519e+46 	 2.6866e+10 	 2.17898e+16 	 1354 	 0.133347 	 11714.3 	 0.127278
148.191 	 27.6457 	 0.69948 	 42736.9 	 277.21 	 0.508092 	 9.28266 	 7.64359e+46 	 4.38875e+10 	 9.1932e+15 	 1339 	 0.133347 	 11609.2 	 0.107916
148.759 	 27.649 	 0.69289 	 57553.3 	 507.459 	 2.30921 	 9.34851 	 1.11178e+47 	 1.83131e+10 	 4.14876e+16 	 1355 	 0.133347 	 11506.1 	 0.144227
149.293 	 27.6521 	 0.705767 	 46561.7 	 335.055 	 0.808731 	 9.28312 	 9.25212e+46 	 3.33344e+10 	 1.46321e+16 	 1338 	 0.133347 	 11378.2 	 0.118137
149.828 	 27.6552 	 0.698981 	 64113.3 	 640.832 	 4.10227 	 9.34844 	 1.3676e+47 	 1.30175e+10 	 7.37025e+16 	 1356 	 0.133347 	 11283.8 	 0.161265
150.534 	 27.6593 	 0.712842 	 50047.7 	 394.998 	 1.20821 	 9.28367 	 1.09066e+47 	 2.63125e+10 	 2.18585e+16 	 1337 	 0.133347 	 11129.1 	 0.127822
151.001 	 27.662 	 0.705658 	 70552.6 	 790.92 	 6.87648 	 9.34843 	 1.83634e+47 	 9.58457e+09 	 1.23545e+17 	 1357 	 0.149068 	 11049.1 	 0.178347
151.915 	 27.6672 	 0.720706 	 53204.7 	 456.437 	 1.71519 	 9.28433 	 1.25831e+47 	 2.14256e+10 	 3.10283e+16 	 1336 	 0.133347 	 10863.8 	 0.136978
152.279 	 27.6693 	 0.712913 	 76861.2 	 958.112 	 10.9934 	 9.3485 	 3.67593e+47 	 7.26285e+09 	 1.97508e+17 	 1358 	 0.25332 	 10803.7 	 0.195426
153.439 	 27.676 	 0.729368 	 56032.4 	 518.66 	 2.33261 	 9.28512 	 1.42548e+47 	 1.79098e+10 	 4.2194e+16 	 1335 	 0.133347 	 10584.1 	 0.145609
153.657 	 27.6773 	 0.720729 	 83013.3 	 1142.35 	 16.8788 	 9.34866 	 6.44052e+47 	 5.64046e+09 	 3.03241e+17 	 1359 	 0.383112 	 10549.3 	 0.212457
155.105 	 27.6856 	 0.73883 	 58531.6 	 580.971 	 3.05759 	 9.28605 	 1.58956e+47 	 1.53124e+10 	 5.53026e+16 	 1334 	 0.133347 	 10292.1 	 0.153725
155.137 	 27.6858 	 0.729106 	 88977 	 1343.21 	 25.0137 	 9.34892 	 9.97554e+47 	 4.47596e+09 	 4.4938e+17 	 1360 	 0.51973 	 10287.2 	 0.229396
156.71 	 27.6948 	 0.728139 	 92188.4 	 1477.52 	 31.5711 	 9.41234 	 1.25179e+48 	 4.03501e+09 	 5.63364e+17 	 1361 	 0.598764 	 10050 	 0.239959
156.912 	 27.6959 	 0.739152 	 63284.4 	 698.436 	 4.81033 	 9.34923 	 1.93812e+47 	 1.21044e+10 	 8.64163e+16 	 1333 	 0.133347 	 9990.34 	 0.167913
158.379 	 27.7043 	 0.737573 	 97815 	 1706.45 	 44.6806 	 9.41191 	 1.66051e+48 	 3.29212e+09 	 7.9733e+17 	 1362 	 0.709243 	 9777.96 	 0.256732
158.865 	 27.7071 	 0.750186 	 65082.7 	 761.06 	 5.8742 	 9.34969 	 2.09613e+47 	 1.08036e+10 	 1.05523e+17 	 1332 	 0.133347 	 9680.06 	 0.17493
160.144 	 27.7144 	 0.747528 	 103204 	 1951.02 	 61.6212 	 9.4116 	 2.059e+48 	 2.72873e+09 	 1.09967e+18 	 1363 	 0.793663 	 9502.8 	 0.273291
160.967 	 27.7191 	 0.762042 	 66581.3 	 822.103 	 7.0126 	 9.3503 	 2.63546e+47 	 9.77883e+09 	 1.25965e+17 	 1331 	 0.156585 	 9362.97 	 0.181466
162.005 	 27.725 	 0.758002 	 108353 	 2211.08 	 83.0908 	 9.41143 	 2.43423e+48 	 2.2932e+09 	 1.48284e+18 	 1364 	 0.85461 	 9225.54 	 0.289597
163.22 	 27.7319 	 0.774727 	 67786.5 	 881.034 	 8.20048 	 9.35108 	 3.37006e+47 	 8.96551e+09 	 1.4729e+17 	 1330 	 0.188739 	 9040.9 	 0.187535
163.961 	 27.7362 	 0.768983 	 113228 	 2484.96 	 109.672 	 9.41142 	 2.78126e+48 	 1.95259e+09 	 1.95721e+18 	 1365 	 0.897114 	 8947.45 	 0.305612
165.627 	 27.7456 	 0.788243 	 68716.8 	 937.64 	 9.41654 	 9.35206 	 4.15887e+47 	 8.31365e+09 	 1.69115e+17 	 1329 	 0.221355 	 8715.74 	 0.193155
166.011 	 27.7478 	 0.78046 	 117847 	 2772.98 	 142.142 	 9.41157 	 3.1035e+48 	 1.68131e+09 	 2.53664e+18 	 1366 	 0.926528 	 8669.63 	 0.321303
168.151 	 27.7599 	 0.782503 	 119964 	 2962.68 	 166.219 	 9.47136 	 3.31843e+48 	 1.58553e+09 	 2.94759e+18 	 1367 	 0.939962 	 8419.21 	 0.331111
168.188 	 27.7601 	 0.792637 	 71605.3 	 1056.08 	 12.5273 	 9.41182 	 6.33225e+47 	 7.26636e+09 	 2.23554e+17 	 1328 	 0.29739 	 8389.11 	 0.204415
170.374 	 27.7725 	 0.794924 	 124092 	 3270.68 	 209.534 	 9.47075 	 3.60573e+48 	 1.38809e+09 	 3.71593e+18 	 1368 	 0.956119 	 8145.35 	 0.346229
170.895 	 27.7754 	 0.807754 	 71959.1 	 1107.82 	 13.8538 	 9.41228 	 7.25374e+47 	 6.89424e+09 	 2.47212e+17 	 1327 	 0.329305 	 8063.75 	 0.209075
172.687 	 27.7856 	 0.807817 	 127942 	 3589.84 	 260.243 	 9.47033 	 3.87446e+48 	 1.22641e+09 	 4.61542e+18 	 1369 	 0.967431 	 7874.34 	 0.360936
173.76 	 27.7916 	 0.823718 	 72084.8 	 1156.4 	 15.1228 	 9.41294 	 8.12584e+47 	 6.59498e+09 	 2.69839e+17 	 1326 	 0.35874 	 7739.89 	 0.213335
175.091 	 27.7991 	 0.821176 	 131495 	 3918.09 	 318.613 	 9.47013 	 4.12526e+48 	 1.09321e+09 	 5.65073e+18 	 1370 	 0.975426 	 7606.86 	 0.375208
176.785 	 27.8086 	 0.840533 	 71994.5 	 1201.54 	 16.3075 	 9.41384 	 8.92336e+47 	 6.35761e+09 	 2.9095e+17 	 1325 	 0.385274 	 7418.98 	 0.217215
177.583 	 27.8131 	 0.83499 	 134749 	 4254.05 	 384.89 	 9.47015 	 4.35924e+48 	 9.8257e+08 	 6.82615e+18 	 1371 	 0.981154 	 7343.6 	 0.389022
179.973 	 27.8264 	 0.858211 	 71717.8 	 1243.59 	 17.4041 	 9.41496 	 9.64058e+47 	 6.16924e+09 	 3.10478e+17 	 1324 	 0.409059 	 7102.12 	 0.220731
180.166 	 27.8275 	 0.84926 	 137708 	 4596.57 	 459.244 	 9.47041 	 4.57735e+48 	 8.89911e+08 	 8.14463e+18 	 1372 	 0.98532 	 7084.94 	 0.402362
182.827 	 27.8424 	 0.853975 	 138509 	 4813.19 	 509.446 	 9.52592 	 4.72976e+48 	 8.6493e+08 	 8.98231e+18 	 1373 	 0.987263 	 6853.97 	 0.41046
183.314 	 27.8451 	 0.866643 	 73113.9 	 1349.56 	 21.0192 	 9.47081 	 1.21214e+48 	 5.70981e+09 	 3.72758e+17 	 1323 	 0.474206 	 6791.3 	 0.229445
185.573 	 27.8577 	 0.869111 	 140963 	 5162.49 	 596.425 	 9.52542 	 4.92206e+48 	 7.92204e+08 	 1.05164e+19 	 1374 	 0.98983 	 6606.33 	 0.42297
186.817 	 27.8646 	 0.885939 	 72430.7 	 1384.47 	 21.9156 	 9.47147 	 1.26328e+48 	 5.61987e+09 	 3.88628e+17 	 1322 	 0.490992 	 6486.91 	 0.232181
188.407 	 27.8735 	 0.884684 	 143120 	 5513.56 	 690.696 	 9.52519 	 5.09836e+48 	 7.30508e+08 	 1.2179e+19 	 1375 	 0.991762 	 6364.44 	 0.434962
190.487 	 27.885 	 0.906103 	 71604.8 	 1415.92 	 22.6634 	 9.47238 	 1.30268e+48 	 5.56057e+09 	 4.01849e+17 	 1321 	 0.50497 	 6189.47 	 0.234607
191.329 	 27.8897 	 0.900695 	 144983 	 5864.8 	 791.679 	 9.52522 	 5.25879e+48 	 6.77941e+08 	 1.39595e+19 	 1376 	 0.993233 	 6128.45 	 0.446427
194.326 	 27.9062 	 0.927149 	 70652.3 	 1443.99 	 23.2603 	 9.47355 	 1.33075e+48 	 5.52872e+09 	 4.12382e+17 	 1320 	 0.516341 	 5899.6 	 0.23674
194.341 	 27.9063 	 0.91714 	 146569 	 6215.46 	 898.932 	 9.52552 	 5.4043e+48 	 6.32852e+08 	 1.58502e+19 	 1377 	 0.99437 	 5898.61 	 0.457358
197.426 	 27.9234 	 0.92395 	 146292 	 6422.34 	 963.172 	 9.57743 	 5.50203e+48 	 6.27112e+08 	 1.68909e+19 	 1378 	 0.994884 	 5694.39 	 0.463585
198.321 	 27.9283 	 0.93886 	 71159.8 	 1535.59 	 26.6405 	 9.526 	 1.53768e+48 	 5.2771e+09 	 4.69709e+17 	 1319 	 0.563912 	 5618.92 	 0.243714
200.599 	 27.9409 	 0.941233 	 147388 	 6763.96 	 1076.33 	 9.57702 	 5.61967e+48 	 5.90909e+08 	 1.8876e+19 	 1379 	 0.99565 	 5477.49 	 0.473586
202.489 	 27.9512 	 0.961546 	 69942.1 	 1556.53 	 26.906 	 9.52675 	 1.54002e+48 	 5.2984e+09 	 4.74353e+17 	 1318 	 0.569654 	 5346.82 	 0.245208
203.863 	 27.9588 	 0.958953 	 148225 	 7100.67 	 1192.87 	 9.57689 	 5.72284e+48 	 5.59681e+08 	 2.09202e+19 	 1380 	 0.996259 	 5266.88 	 0.483038
206.832 	 27.975 	 0.985126 	 68638.1 	 1574.13 	 27.0078 	 9.52778 	 1.53212e+48 	 5.34101e+09 	 4.76096e+17 	 1317 	 0.573306 	 5083.67 	 0.246458
207.218 	 27.9771 	 0.977109 	 148797 	 7429.56 	 1310.99 	 9.57706 	 5.81072e+48 	 5.32887e+08 	 2.29914e+19 	 1381 	 0.996745 	 5062.63 	 0.491941
210.655 	 27.9959 	 0.985599 	 147711 	 7603.41 	 1370.04 	 9.6262 	 5.86076e+48 	 5.35378e+08 	 2.39043e+19 	 1382 	 0.99694 	 4881.13 	 0.496521
211.342 	 27.9996 	 0.999392 	 68642.2 	 1654.28 	 29.9853 	 9.57742 	 1.69741e+48 	 5.18867e+09 	 5.25843e+17 	 1316 	 0.609306 	 4830.23 	 0.252275
214.178 	 28.0151 	 1.00461 	 147842 	 7911.96 	 1484.73 	 9.62569 	 5.92161e+48 	 5.13935e+08 	 2.59067e+19 	 1383 	 0.997286 	 4689.69 	 0.504463
216.026 	 28.0251 	 1.02465 	 67162.2 	 1665.22 	 29.7301 	 9.57807 	 1.66666e+48 	 5.2696e+09 	 5.21333e+17 	 1315 	 0.608825 	 4586.37 	 0.252982
217.796 	 28.0348 	 1.02407 	 147735 	 8208.88 	 1597.07 	 9.62548 	 5.96846e+48 	 4.95662e+08 	 2.78675e+19 	 1384 	 0.997568 	 4504.42 	 0.511855
220.894 	 28.0516 	 1.05083 	 65622.7 	 1672.69 	 29.3125 	 9.579 	 1.62724e+48 	 5.37124e+09 	 5.1396e+17 	 1314 	 0.606495 	 4351.86 	 0.253486
221.51 	 28.055 	 1.04399 	 147393 	 8492.1 	 1705.22 	 9.62557 	 6.00125e+48 	 4.80263e+08 	 2.97544e+19 	 1385 	 0.997797 	 4325.19 	 0.5187
225.315 	 28.0755 	 1.05423 	 145597 	 8613.78 	 1741.41 	 9.67195 	 6.00457e+48 	 4.88622e+08 	 3.02402e+19 	 1386 	 0.997863 	 4165.9 	 0.521571
225.939 	 28.0789 	 1.0677 	 65254.4 	 1741.15 	 31.7374 	 9.62586 	 1.75044e+48 	 5.29146e+09 	 5.53768e+17 	 1313 	 0.633514 	 4127.09 	 0.258291
229.213 	 28.0966 	 1.07507 	 144860 	 8865.27 	 1835.14 	 9.6714 	 6.01161e+48 	 4.77067e+08 	 3.18697e+19 	 1387 	 0.99803 	 3998.58 	 0.52745
231.165 	 28.1071 	 1.09561 	 63611.1 	 1742.64 	 30.993 	 9.62645 	 1.69318e+48 	 5.42483e+09 	 5.40748e+17 	 1312 	 0.628172 	 3911.9 	 0.258335
233.213 	 28.1181 	 1.0964 	 143917 	 9099.95 	 1920.96 	 9.67115 	 6.00627e+48 	 4.67759e+08 	 3.33608e+19 	 1388 	 0.998166 	 3836.92 	 0.532787
236.585 	 28.1362 	 1.1245 	 61948.7 	 1741.67 	 30.1523 	 9.62732 	 1.63143e+48 	 5.57551e+09 	 5.26032e+17 	 1311 	 0.621574 	 3705.85 	 0.258212
237.321 	 28.1402 	 1.11823 	 142770 	 9315.81 	 1997.13 	 9.67119 	 5.98844e+48 	 4.60602e+08 	 3.46836e+19 	 1389 	 0.998277 	 3680.73 	 0.537587
241.532 	 28.1628 	 1.1304 	 140359 	 9367.9 	 1994.38 	 9.71482 	 5.94738e+48 	 4.74374e+08 	 3.44802e+19 	 1390 	 0.998276 	 3541.82 	 0.538716
242.196 	 28.1663 	 1.14409 	 61317.3 	 1798.94 	 31.9858 	 9.67145 	 1.71733e+48 	 5.55429e+09 	 5.55473e+17 	 1310 	 0.641768 	 3509.04 	 0.262127
245.847 	 28.1859 	 1.15327 	 138881 	 9544.38 	 2048.31 	 9.71426 	 5.90708e+48 	 4.70447e+08 	 3.54147e+19 	 1391 	 0.998353 	 3396.26 	 0.542553
248.001 	 28.1973 	 1.17483 	 59589.8 	 1791.9 	 30.8437 	 9.67198 	 1.64094e+48 	 5.73902e+09 	 5.35609e+17 	 1309 	 0.632443 	 3321.29 	 0.26161
250.281 	 28.2095 	 1.1767 	 137224 	 9699.5 	 2090.14 	 9.71399 	 5.85584e+48 	 4.6846e+08 	 3.61389e+19 	 1392 	 0.998411 	 3255.71 	 0.545857
254.016 	 28.2294 	 1.2066 	 57874.1 	 1783.47 	 29.6768 	 9.67279 	 1.56378e+48 	 5.93909e+09 	 5.15303e+17 	 1308 	 0.622305 	 3142.01 	 0.260952
254.84 	 28.2338 	 1.20073 	 135379 	 9829.82 	 2117.82 	 9.714 	 5.79256e+48 	 4.68553e+08 	 3.66174e+19 	 1393 	 0.998453 	 3119.97 	 0.548632
259.52 	 28.2586 	 1.21514 	 132458 	 9800.76 	 2068.56 	 9.75492 	 5.71164e+48 	 4.8845e+08 	 3.56158e+19 	 1394 	 0.998405 	 2999.01 	 0.547989
260.239 	 28.2624 	 1.22913 	 57049.5 	 1829.34 	 30.9099 	 9.71422 	 1.61661e+48 	 5.97514e+09 	 5.34425e+17 	 1307 	 0.636724 	 2971.2 	 0.264075
264.326 	 28.2841 	 1.2404 	 130351 	 9887.96 	 2071.92 	 9.75434 	 5.63011e+48 	 4.91852e+08 	 3.56757e+19 	 1395 	 0.998421 	 2872.47 	 0.5498
266.677 	 28.2965 	 1.26294 	 55309.3 	 1815.68 	 29.5228 	 9.71471 	 1.52957e+48 	 6.21074e+09 	 5.10417e+17 	 1306 	 0.624271 	 2808.56 	 0.263073
269.275 	 28.3103 	 1.26635 	 128089 	 9950.12 	 2061.59 	 9.75404 	 5.53879e+48 	 4.9735e+08 	 3.54988e+19 	 1396 	 0.998423 	 2750.25 	 0.551082
273.349 	 28.3318 	 1.2979 	 53572.4 	 1799.61 	 28.0936 	 9.71545 	 1.4409e+48 	 6.47137e+09 	 4.8567e+17 	 1305 	 0.610431 	 2653.56 	 0.26195
274.375 	 28.3373 	 1.29302 	 125686 	 9987.99 	 2038.33 	 9.75401 	 5.43878e+48 	 5.04931e+08 	 3.50985e+19 	 1397 	 0.998411 	 2632.17 	 0.551837
279.628 	 28.3649 	 1.31019 	 122350 	 9871.08 	 1945.64 	 9.79224 	 5.32262e+48 	 5.33118e+08 	 3.33717e+19 	 1398 	 0.99831 	 2526.58 	 0.549376
280.257 	 28.3682 	 1.32373 	 52626.2 	 1835.37 	 28.8197 	 9.75418 	 1.46777e+48 	 6.56295e+09 	 4.96244e+17 	 1304 	 0.620187 	 2506.05 	 0.26435
285.04 	 28.3934 	 1.33843 	 119725 	 9861.43 	 1900.06 	 9.79163 	 5.20628e+48 	 5.45202e+08 	 3.25919e+19 	 1399 	 0.998268 	 2416.32 	 0.549152
287.41 	 28.4058 	 1.361 	 50897.3 	 1815.12 	 27.2624 	 9.75458 	 1.37381e+48 	 6.86274e+09 	 4.69409e+17 	 1303 	 0.604357 	 2365.76 	 0.262916
290.631 	 28.4228 	 1.36754 	 116979 	 9826.84 	 1843.42 	 9.79127 	 5.0824e+48 	 5.5988e+08 	 3.16216e+19 	 1400 	 0.998208 	 2309.72 	 0.548395
294.832 	 28.4448 	 1.39961 	 49184.3 	 1793 	 25.7084 	 9.75523 	 1.2803e+48 	 7.19125e+09 	 4.42624e+17 	 1302 	 0.587258 	 2232.16 	 0.26137
296.416 	 28.4531 	 1.39758 	 114122 	 9767.68 	 1776.79 	 9.79115 	 4.95156e+48 	 5.77346e+08 	 3.04789e+19 	 1401 	 0.99813 	 2206.62 	 0.547104
302.405 	 28.4844 	 1.41834 	 110483 	 9566.33 	 1655.93 	 9.82669 	 4.80703e+48 	 6.17804e+08 	 2.8303e+19 	 1402 	 0.997944 	 2113.92 	 0.542751
302.536 	 28.4851 	 1.42932 	 48149.3 	 1818.63 	 25.9874 	 9.79121 	 1.28523e+48 	 7.3498e+09 	 4.45783e+17 	 1301 	 0.592411 	 2104.97 	 0.263088
308.6 	 28.5168 	 1.45046 	 107462 	 9462.04 	 1575.61 	 9.82599 	 4.66358e+48 	 6.41992e+08 	 2.69321e+19 	 1403 	 0.997816 	 2017.36 	 0.540447
310.524 	 28.5268 	 1.47068 	 46453.7 	 1792.39 	 24.3546 	 9.7915 	 1.18869e+48 	 7.73049e+09 	 4.17763e+17 	 1300 	 0.573095 	 1984.12 	 0.261247
315.033 	 28.5504 	 1.48374 	 104346 	 9333.67 	 1488.63 	 9.82552 	 4.51415e+48 	 6.70123e+08 	 2.54465e+19 	 1404 	 0.997657 	 1923.89 	 0.537596
318.834 	 28.5701 	 1.51363 	 44781.8 	 1764.78 	 22.7615 	 9.79199 	 1.09435e+48 	 8.1462e+09 	 3.90415e+17 	 1299 	 0.55262 	 1869.01 	 0.259296
320.996 	 23.8806 	 0.827094 	 3490.54 	 11.234 	 9.83974e-05 	 13.402 	 2.32442e+45 	 5.76122e+13 	 1.23314e+12 	 1153 	 0.133347 	 1317.09 	 0.0242727
321.426 	 23.8818 	 0.838204 	 4283.27 	 16.965 	 0.000273728 	 13.3225 	 3.6102e+45 	 3.03583e+13 	 3.45089e+12 	 1150 	 0.133347 	 1309.93 	 0.0290552
321.567 	 23.8822 	 0.828679 	 5566.35 	 28.6784 	 0.00102259 	 13.402 	 5.84867e+45 	 1.4152e+13 	 1.28152e+13 	 1154 	 0.133347 	 1308.72 	 0.0367866
321.724 	 28.5852 	 1.5183 	 101150 	 9182.92 	 1396.75 	 9.82525 	 4.35974e+48 	 7.02573e+08 	 2.38766e+19 	 1405 	 0.997462 	 1833.35 	 0.534194
322.244 	 23.8841 	 0.840476 	 6101.82 	 34.618 	 0.0016237 	 13.3227 	 7.42871e+45 	 1.04441e+13 	 2.04696e+13 	 1149 	 0.133347 	 1299.45 	 0.0401026
322.398 	 23.8845 	 0.830986 	 7657.1 	 54.5705 	 0.0050933 	 13.402 	 1.09574e+46 	 5.40655e+12 	 6.38302e+13 	 1155 	 0.133347 	 1298.14 	 0.049517
323.348 	 23.8871 	 0.843541 	 7846.87 	 57.6734 	 0.00579559 	 13.323 	 1.24643e+46 	 4.87528e+12 	 7.30622e+13 	 1148 	 0.133347 	 1286.61 	 0.050796
323.501 	 23.8876 	 0.834046 	 9762.36 	 89.358 	 0.0174117 	 13.402 	 1.76461e+46 	 2.58974e+12 	 2.18207e+14 	 1156 	 0.133347 	 1285.32 	 0.0624356
324.747 	 23.891 	 0.847423 	 9509.75 	 85.4982 	 0.0154364 	 13.3234 	 1.85851e+46 	 2.71389e+12 	 1.94594e+14 	 1147 	 0.133347 	 1271.44 	 0.0611207
324.862 	 23.8914 	 0.83782 	 11870.9 	 133.327 	 0.0471347 	 13.4021 	 2.58676e+46 	 1.4274e+12 	 5.90699e+14 	 1157 	 0.133347 	 1270.48 	 0.0755128
326.439 	 23.8958 	 0.852119 	 11083.6 	 117.446 	 0.0339499 	 13.3238 	 2.56448e+46 	 1.69534e+12 	 4.27963e+14 	 1146 	 0.133347 	 1254.06 	 0.0710652
326.478 	 23.8959 	 0.842298 	 13970.9 	 186.653 	 0.108721 	 13.4021 	 3.55444e+46 	 8.66364e+11 	 1.3625e+15 	 1158 	 0.133347 	 1253.74 	 0.0887173
327.486 	 28.6151 	 1.5583 	 43138.9 	 1736.23 	 21.2243 	 9.79267 	 1.00313e+48 	 8.59787e+09 	 3.64023e+17 	 1298 	 0.5312 	 1759.39 	 0.257234
328.337 	 23.9011 	 0.837527 	 15112.5 	 221.089 	 0.165979 	 13.4814 	 4.20227e+46 	 6.92299e+11 	 2.06784e+15 	 1159 	 0.133347 	 1238.75 	 0.096256
328.434 	 23.9013 	 0.847717 	 13517.3 	 176.989 	 0.0945815 	 13.4022 	 3.94525e+46 	 9.44351e+11 	 1.1853e+15 	 1145 	 0.133347 	 1234.54 	 0.0864732
328.695 	 28.6215 	 1.55423 	 97871.5 	 9008.87 	 1300.73 	 9.82519 	 4.20002e+48 	 7.40117e+08 	 2.22353e+19 	 1406 	 0.997223 	 1745.63 	 0.530235
330.447 	 23.9069 	 0.843369 	 17195.9 	 290.218 	 0.325417 	 13.4809 	 5.40396e+46 	 4.6344e+11 	 4.05432e+15 	 1160 	 0.133347 	 1218.67 	 0.109679
330.732 	 23.9077 	 0.854081 	 14890.9 	 218.033 	 0.158123 	 13.4023 	 4.86867e+46 	 6.95892e+11 	 1.98158e+15 	 1144 	 0.133347 	 1213.03 	 0.0955804
332.803 	 23.9135 	 0.849887 	 19241.8 	 368.976 	 0.588569 	 13.4805 	 6.72512e+46 	 3.25718e+11 	 7.33311e+15 	 1161 	 0.133347 	 1197.11 	 0.123137
333.343 	 23.915 	 0.8613 	 16169 	 261.448 	 0.246881 	 13.4025 	 5.84055e+46 	 5.34496e+11 	 3.09384e+15 	 1143 	 0.133347 	 1189.62 	 0.104281
335.402 	 23.9207 	 0.857072 	 21250.8 	 457.631 	 0.999879 	 13.4801 	 8.15821e+46 	 2.37762e+11 	 1.24581e+16 	 1162 	 0.133347 	 1174.22 	 0.136598
335.965 	 28.6592 	 1.58135 	 93988.1 	 8713.41 	 1172.34 	 9.85726 	 4.0288e+48 	 8.07285e+08 	 1.99754e+19 	 1407 	 0.996806 	 1666.18 	 0.523375
336.267 	 23.9231 	 0.86938 	 17346.9 	 306.629 	 0.364329 	 13.4028 	 6.84373e+46 	 4.24829e+11 	 4.56556e+15 	 1142 	 0.133347 	 1164.49 	 0.112572
336.503 	 28.662 	 1.59444 	 42036.9 	 1749.1 	 21.0599 	 9.82527 	 9.86933e+47 	 8.87552e+09 	 3.60005e+17 	 1297 	 0.530275 	 1655.03 	 0.258103
338.241 	 23.9286 	 0.864909 	 23216.1 	 556.164 	 1.61333 	 13.4797 	 9.69065e+46 	 1.79058e+11 	 2.01021e+16 	 1163 	 0.133347 	 1150.17 	 0.150027
339.517 	 23.9321 	 0.878349 	 18419.5 	 352.932 	 0.512529 	 13.4032 	 7.85973e+46 	 3.47641e+11 	 6.42253e+15 	 1141 	 0.133347 	 1137.74 	 0.120453
341.323 	 23.9371 	 0.873407 	 25122.9 	 664.073 	 2.48897 	 13.4794 	 1.13018e+47 	 1.38567e+11 	 3.10132e+16 	 1164 	 0.133347 	 1125.05 	 0.163391
343.093 	 23.942 	 0.888207 	 19387.9 	 399.902 	 0.692645 	 13.4037 	 8.87452e+46 	 2.9153e+11 	 8.67925e+15 	 1140 	 0.133347 	 1109.57 	 0.127924
343.554 	 28.6986 	 1.62042 	 90618.5 	 8502.72 	 1076.24 	 9.85658 	 3.86145e+48 	 8.57815e+08 	 1.83391e+19 	 1408 	 0.996436 	 1583.64 	 0.51834
344.644 	 23.9463 	 0.88255 	 26969 	 781.308 	 3.69847 	 13.4792 	 1.298e+47 	 1.09705e+11 	 4.60846e+16 	 1165 	 0.133347 	 1099.05 	 0.176656
345.904 	 28.7107 	 1.64279 	 40405.6 	 1715.67 	 19.4766 	 9.82552 	 8.94277e+47 	 9.41478e+09 	 3.32932e+17 	 1296 	 0.505942 	 1555.71 	 0.255739
347.001 	 23.9528 	 0.898969 	 20259.2 	 447.386 	 0.905904 	 13.4044 	 9.88084e+46 	 2.49427e+11 	 1.1351e+16 	 1139 	 0.133347 	 1080.14 	 0.134989
